iter	Passed	Remaining
197	1183	4792
198	1189	4786
199	1196	4784
200	1201	4777
201	1207	4771
202	1215	4771
203	1221	4764
204	1226	4757
205	1233	4754
206	1238	4745
207	1244	4739
208	1250	4732
209	1255	4724
210	1262	4721
211	1268	4715
212	1275	4712
213	1281	4705
214	1286	4698
215	1292	4691
216	1298	4684
217	1303	4677
218	1309	4670
219	1315	4663
220	1321	4657
221	1327	4653
222	1333	4647
223	1339	4640
224	1345	4635
225	1351	4628
226	1357	4621
227	1362	4614
228	1368	4607
229	1374	4600
230	1380	4594
231	1385	4585
232	1391	4579
233	1396	4572
234	1402	4565
235	1408	4560
236	1414	4552
237	1420	4546
238	1426	4541
239	1431	4533
240	1437	4528
241	1444	4524
242	1450	4520
243	1457	4515
244	1465	4515
245	1471	4509
246	1478	4506
247	1483	4497
248	1489	4492
249	1495	4485
250	1500	4478
251	1507	4473
252	1512	4465
253	1518	4461
254	1525	4457
255	1531	4449
256	1537	4444
257	1545	4444
258	1551	4438
259	1558	4435
260	1564	4429
261	1571	4427
262	1577	4421
263	1584	4416
264	1590	4411
265	1596	4404
266	1603	4401
267	1609	4395
268	1615	4390
269	1621	4385
270	1627	4377
271	1633	4371
272	1639	4364
273	1645	4359
274	1651	4353
275	1657	4349
276	1663	4341
277	1670	4338
278	1676	4332
279	1682	4327
280	1688	4321
281	1694	4314
282	1701	4311
283	1707	4305
284	1714	4300
285	1720	4294
286	1725	4286
287	1731	4281
288	1737	4273
289	1742	4266
290	1748	4260
291	1754	4254
292	1760	4247
293	1766	4242
294	1772	4234
295	1777	4227
296	1783	4221
297	1789	4214
298	1794	4207
299	1801	4202
300	1806	4195
301	1813	4190
302	1819	4184
303	1824	4177
304	1830	4171
305	1836	4164
306	1842	4158
307	1848	4152
308	1855	4148
309	1861	4143
310	1867	4137
311	1873	4130
312	1879	4124
313	1884	4117
314	1890	4111
315	1896	4104
316	1901	4097
317	1907	4089
318	1913	4084
319	1920	4080
320	1927	4076
321	1935	4075
322	1941	4070
323	1948	4064
324	1954	4060
325	1961	4056
326	1967	4050
327	1973	4043
328	1979	4037
329	1985	4030
330	1990	4023
331	1997	4018
332	2002	4010
333	2008	4005
334	2014	3998
335	2019	3990
336	2025	3985
337	2031	3978
338	2036	3971
339	2043	3966
340	2048	3958
341	2054	3953
342	2061	3947
343	2066	3941
344	2072	3935
345	2078	3929
346	2084	3922
347	2090	3917
348	2096	3910
349	2102	3904
350	2109	3901
351	2115	3894
352	2122	3889
353	2127	3882
354	2133	3875
355	2139	3870
356	2145	3863
357	2150	3856
358	2156	3851
359	2163	3846
360	2169	3840
361	2176	3836
362	2182	3829
363	2189	3824
364	2194	3817
365	2199	3810
366	2205	3804
367	2211	3797
368	2216	3790
369	2222	3784
370	2228	3777
371	2233	3771
372	2239	3765
373	2245	3758
374	2251	3752
375	2257	3746
376	2262	3739
377	2269	3733
378	2275	3728
379	2281	3721
380	2287	3715
381	2292	3708
382	2297	3701
383	2303	3695
384	2309	3689
385	2316	3685
386	2322	3679
387	2328	3673
388	2335	3667
389	2340	3660
390	2346	3654
391	2352	3648
392	2358	3642
393	2363	3635
394	2369	3629
395	2375	3623
396	2380	3616
397	2387	3610
398	2393	3605
399	2401	3602
400	2407	3596
401	2413	3589
402	2420	3586
403	2426	3580
404	2434	3576
405	2440	3570
406	2445	3563
407	2452	3558
408	2457	3551
409	2463	3544
410	2468	3538
411	2474	3531
412	2480	3525
413	2486	3520
414	2492	3513
415	2498	3508
416	2504	3501
417	2510	3494
418	2516	3489
419	2522	3483
420	2527	3476
421	2533	3470
422	2540	3465
423	2546	3459
424	2554	3456
425	2560	3450
426	2568	3446
427	2573	3439
428	2580	3435
429	2586	3428
430	2592	3422
431	2598	3417
432	2604	3410
433	2610	3404
434	2616	3397
435	2621	3391
436	2627	3385
437	2633	3378
438	2638	3371
439	2644	3365
440	2650	3359
441	2655	3352
442	2661	3346
443	2666	3339
444	2672	3332
445	2678	3327
446	2683	3320
447	2689	3313
448	2696	3308
449	2702	3303
450	2709	3297
451	2715	3291
452	2720	3285
453	2726	3279
454	2732	3272
455	2737	3266
456	2743	3260
457	2749	3253
458	2754	3246
459	2760	3240
460	2766	3234
461	2772	3228
462	2778	3222
463	2784	3216
464	2789	3209
465	2796	3204
466	2801	3197
467	2807	3191
468	2813	3185
469	2819	3179
470	2825	3173
471	2831	3167
472	2837	3161
473	2843	3155
474	2849	3148
475	2855	3143
476	2860	3136
477	2865	3129
478	2873	3125
479	2879	3119
480	2884	3112
481	2891	3107
482	2897	3100
483	2902	3094
484	2909	3089
485	2915	3083
486	2922	3078
487	2928	3072
488	2934	3066
489	2941	3061
490	2946	3054
491	2953	3049
492	2959	3043
493	2964	3036
494	2971	3031
495	2976	3024
496	2983	3019
497	2989	3013
498	2995	3007
499	3002	3002
500	3009	2997
501	3015	2991
502	3021	2985
503	3027	2979
504	3033	2973
505	3040	2968
506	3046	2962
507	3052	2956
508	3058	2950
509	3063	2943
510	3070	2938
511	3076	2931
512	3083	2927
513	3090	2921
514	3099	2918
515	3107	2914
516	3113	2908
517	3120	2903
518	3126	2897
519	3132	2891
520	3138	2885
521	3144	2879
522	3151	2874
523	3157	2868
524	3164	2862
525	3170	2857
526	3176	2851
527	3182	2845
528	3188	2838
529	3193	2832
530	3199	2826
531	3206	2820
532	3212	2814
533	3218	2808
534	3224	2802
535	3230	2796
536	3236	2790
537	3242	2784
538	3248	2778
539	3254	2771
540	3259	2765
541	3265	2759
542	3271	2752
543	3276	2746
544	3282	2740
545	3288	2734
546	3294	2728
547	3301	2722
548	3306	2716
549	3313	2710
550	3319	2704
551	3325	2698
552	3331	2692
553	3336	2686
554	3342	2680
555	3349	2674
556	3354	2668
557	3360	2662
558	3366	2655
559	3372	2649
560	3378	2643
561	3384	2637
562	3389	2631
563	3395	2625
564	3401	2618
565	3407	2612
566	3414	2607
567	3419	2601
568	3426	2595
569	3431	2588
570	3437	2582
571	3443	2576
572	3449	2570
573	3454	2564
574	3460	2558
575	3466	2551
576	3471	2544
577	3477	2538
578	3483	2533
579	3490	2527
580	3496	2521
581	3501	2514
582	3507	2508
583	3513	2502
584	3519	2496
585	3524	2490
586	3531	2484
587	3536	2478
588	3543	2472
589	3549	2466
590	3555	2460
591	3561	2454
592	3566	2448
593	3573	2442
594	3579	2436
595	3585	2430
596	3592	2425
597	3597	2418
598	3603	2412
599	3609	2406
600	3615	2400
601	3621	2394
602	3628	2388
603	3633	2382
604	3639	2376
605	3644	2369
606	3649	2363
607	3656	2357
608	3661	2350
609	3667	2344
610	3673	2338
611	3678	2332
612	3684	2325
613	3689	2319
614	3695	2313
615	3701	2307
616	3708	2301
617	3713	2295
618	3719	2289
619	3726	2283
620	3731	2277
621	3738	2271
622	3743	2265
623	3749	2259
624	3755	2253
625	3761	2247
626	3767	2241
627	3773	2235
628	3778	2228
629	3784	2222
630	3790	2216
631	3795	2210
632	3802	2204
633	3807	2198
634	3812	2191
635	3819	2185
636	3825	2179
637	3830	2173
638	3837	2167
639	3842	2161
640	3848	2155
641	3854	2149
642	3860	2143
643	3866	2137
644	3872	2131
645	3878	2125
646	3884	2119
647	3890	2113
648	3895	2106
649	3901	2100
650	3907	2094
651	3913	2088
652	3920	2083
653	3925	2076
654	3931	2070
655	3937	2064
656	3942	2058
657	3948	2052
658	3954	2046
659	3959	2039
660	3965	2033
661	3972	2028
662	3977	2021
663	3983	2015
664	3989	2009
665	3994	2003
666	4000	1997
667	4006	1991
668	4012	1985
669	4018	1979
670	4023	1972
671	4029	1966
672	4036	1961
673	4041	1954
674	4047	1949
675	4053	1942
676	4058	1936
677	4064	1930
678	4070	1924
679	4075	1917
680	4081	1911
681	4087	1905
682	4092	1899
683	4098	1893
684	4103	1887
685	4110	1881
686	4116	1875
687	4121	1869
688	4127	1863
689	4133	1857
690	4139	1851
691	4145	1845
692	4150	1838
693	4156	1832
694	4162	1826
695	4167	1820
696	4173	1814
697	4179	1808
698	4185	1802
699	4191	1796
700	4197	1790
701	4202	1784
702	4208	1778
703	4214	1772
704	4219	1765
705	4225	1759
706	4231	1753
707	4236	1747
708	4243	1741
709	4249	1735
710	4254	1729
711	4260	1723
712	4266	1717
713	4272	1711
714	4279	1705
715	4285	1699
716	4291	1693
717	4296	1687
718	4302	1681
719	4308	1675
720	4314	1669
721	4319	1663
722	4325	1657
723	4330	1650
724	4336	1644
725	4343	1639
726	4348	1633
727	4355	1627
728	4360	1621
729	4366	1614
730	4372	1608
731	4377	1602
732	4383	1596
733	4389	1590
734	4394	1584
735	4400	1578
736	4406	1572
737	4413	1566
738	4418	1560
739	4424	1554
740	4430	1548
741	4436	1542
742	4442	1536
743	4448	1530
744	4454	1524
745	4460	1518
746	4465	1512
747	4471	1506
748	4477	1500
749	4482	1494
750	4489	1488
751	4494	1482
752	4500	1476
753	4506	1470
754	4512	1464
755	4518	1458
756	4524	1452
757	4529	1446
758	4535	1440
759	4541	1434
760	4546	1428
761	4553	1422
762	4559	1416
763	4566	1410
764	4572	1404
765	4577	1398
766	4583	1392
767	4589	1386
768	4594	1380
769	4600	1374
770	4605	1368
771	4611	1361
772	4617	1355
773	4622	1349
774	4628	1343
775	4634	1337
776	4639	1331
777	4645	1325
778	4651	1319
779	4656	1313
780	4662	1307
781	4669	1301
782	4676	1295
783	4682	1289
784	4687	1283
785	4693	1277
786	4699	1271
787	4704	1265
788	4710	1259
789	4716	1253
790	4722	1247
791	4727	1241
792	4733	1235
793	4739	1229
794	4744	1223
795	4750	1217
796	4755	1211
797	4761	1205
798	4768	1199
799	4774	1193
800	4780	1187
801	4786	1181
802	4791	1175
803	4798	1169
804	4803	1163
805	4809	1157
806	4815	1151
807	4820	1145
808	4826	1139
809	4832	1133
810	4838	1127
811	4844	1121
812	4850	1115
813	4855	1109
814	4861	1103
815	4867	1097
816	4872	1091
817	4878	1085
818	4885	1079
819	4890	1073
820	4896	1067
821	4902	1061
822	4907	1055
823	4914	1049
824	4919	1043
825	4925	1037
826	4931	1031
827	4937	1025
828	4943	1019
829	4948	1013
830	4953	1007
831	4959	1001
832	4965	995
833	4971	989
834	4977	983
835	4984	977
836	4990	971
837	4996	965
838	5002	959
839	5008	953
840	5013	947
841	5018	941
842	5025	935
843	5030	929
844	5036	923
845	5042	917
846	5047	911
847	5052	905
848	5058	899
849	5064	893
850	5070	887
851	5076	881
852	5082	875
853	5088	869
854	5094	864
855	5100	858
856	5106	852
857	5111	846
858	5117	840
859	5123	834
860	5129	828
861	5134	822
862	5141	816
863	5147	810
864	5153	804
865	5159	798
866	5165	792
867	5171	786
868	5177	780
869	5182	774
870	5188	768
871	5194	762
872	5200	756
873	5206	750
874	5211	744
875	5217	738
876	5223	732
877	5229	726
878	5235	720
879	5241	714
880	5246	708
881	5253	702
882	5258	696
883	5264	690
884	5269	684
885	5275	678
886	5280	672
887	5286	666
888	5292	660
889	5298	654
890	5304	648
891	5309	642
892	5315	636
893	5321	630
894	5326	624
895	5332	618
896	5338	613
897	5343	606
898	5349	600
899	5355	595
900	5360	589
901	5367	583
902	5372	577
903	5378	571
904	5384	565
905	5389	559
906	5395	553
907	5401	547
908	5407	541
909	5412	535
910	5418	529
911	5424	523
912	5429	517
913	5435	511
914	5441	505
915	5447	499
916	5453	493
917	5458	487
918	5465	481
919	5471	475
920	5476	469
921	5482	463
922	5488	457
923	5493	451
924	5500	446
925	5506	440
926	5512	434
927	5518	428
928	5524	422
929	5530	416
930	5536	410
931	5541	404
932	5547	398
933	5553	392
934	5558	386
935	5564	380
936	5570	374
937	5575	368
938	5581	362
939	5587	356
940	5592	350
941	5598	344
942	5604	338
943	5610	332
944	5617	326
945	5623	320
946	5628	315
947	5634	309
948	5639	303
949	5645	297
950	5651	291
951	5656	285
952	5662	279
953	5668	273
954	5673	267
955	5679	261
956	5685	255
957	5691	249
958	5697	243
959	5702	237
960	5708	231
961	5714	225
962	5720	219
963	5726	213
964	5732	207
965	5737	201
966	5743	196
967	5749	190
968	5754	184
969	5761	178
970	5766	172
971	5771	166
972	5777	160
973	5783	154
974	5789	148
975	5795	142
976	5801	136
977	5807	130
978	5813	124
979	5819	118
980	5825	112
981	5831	106
982	5836	100
983	5843	95
984	5848	89
985	5854	83
986	5860	77
987	5866	71
988	5872	65
989	5878	59
990	5885	53
991	5895	47
992	5904	41
993	5926	35
994	5933	29
995	5939	23
996	5945	17
997	5951	11
998	5958	5
999	5963	0
