iter	RMSE
349	29.35120591
350	29.34898648
351	29.34500117
352	29.34279936
353	29.33988209
354	29.33723299
355	29.33447757
356	29.3328739
357	29.32994828
358	29.32670367
359	29.32396522
360	29.31955379
361	29.31736678
362	29.31570923
363	29.31368765
364	29.31175697
365	29.30717246
366	29.30494343
367	29.29890764
368	29.29674002
369	29.29423088
370	29.29250533
371	29.28801659
372	29.28557586
373	29.28177376
374	29.27869979
375	29.27392129
376	29.27187218
377	29.26899194
378	29.26293114
379	29.25834765
380	29.25591673
381	29.25311265
382	29.2507217
383	29.24729293
384	29.24309997
385	29.24133836
386	29.23894821
387	29.23698267
388	29.23510717
389	29.2330338
390	29.22667956
391	29.22348077
392	29.22114033
393	29.21827968
394	29.21540289
395	29.21226053
396	29.21095411
397	29.20865098
398	29.20595933
399	29.20431662
400	29.20160348
401	29.19738651
402	29.19413866
403	29.19151138
404	29.18762432
405	29.18542731
406	29.18447373
407	29.18188832
408	29.18018301
409	29.17922019
410	29.17463305
411	29.1687442
412	29.16546116
413	29.16346853
414	29.16113821
415	29.15766352
416	29.15514593
417	29.15383461
418	29.15192328
419	29.14869644
420	29.14652391
421	29.14439367
422	29.14030465
423	29.13790536
424	29.13520406
425	29.13247555
426	29.13078733
427	29.1289583
428	29.12703639
429	29.12544665
430	29.12145443
431	29.11944959
432	29.11632379
433	29.11376522
434	29.11161724
435	29.10885561
436	29.10679082
437	29.10316942
438	29.10061649
439	29.09838756
440	29.09421811
441	29.09252124
442	29.09028297
443	29.0874788
444	29.0833115
445	29.0802733
446	29.07492213
447	29.07004849
448	29.06673714
449	29.06479426
450	29.05940047
451	29.05662378
452	29.0532285
453	29.05039176
454	29.04847446
455	29.04657329
456	29.04417826
457	29.04125415
458	29.03780801
459	29.03613617
460	29.03392414
461	29.03149938
462	29.02965504
463	29.02618247
464	29.02419581
465	29.02023182
466	29.01882725
467	29.01637898
468	29.01335915
469	29.01158623
470	29.00685444
471	29.00549078
472	29.00129357
473	28.99901116
474	28.99645837
475	28.99370573
476	28.99119453
477	28.98925235
478	28.98768245
479	28.98607881
480	28.98421568
481	28.98231461
482	28.97973033
483	28.97813236
484	28.97636288
485	28.97377441
486	28.97195681
487	28.97107154
488	28.96855637
489	28.9670466
490	28.96067518
491	28.95715549
492	28.95519277
493	28.95315598
494	28.94992694
495	28.94779749
496	28.94486892
497	28.94270847
498	28.94079353
499	28.93776237
500	28.93565329
501	28.93359781
502	28.930791
503	28.92922546
504	28.92740334
505	28.92336254
506	28.92021287
507	28.91826131
508	28.91604237
509	28.91389218
510	28.91223569
511	28.90579275
512	28.90290795
513	28.90080112
514	28.89730859
515	28.89338552
516	28.89151765
517	28.88996826
518	28.88838317
519	28.88666264
520	28.88400605
521	28.88098337
522	28.87816912
523	28.87451684
524	28.8726603
525	28.86714518
526	28.86387481
527	28.86183164
528	28.86000805
529	28.85812201
530	28.85592978
531	28.85337138
532	28.85168569
533	28.84994611
534	28.84817771
535	28.84636114
536	28.8432625
537	28.83993144
538	28.8378053
539	28.83559575
540	28.82972136
541	28.82804796
542	28.82595551
543	28.82156149
544	28.81935436
545	28.81638661
546	28.81347901
547	28.81123686
548	28.80853286
549	28.80447674
550	28.80236909
551	28.80068577
552	28.79854305
553	28.7947298
554	28.79247394
555	28.79104034
556	28.78557921
557	28.77964395
558	28.77685741
559	28.77401261
560	28.77212497
561	28.77012618
562	28.76844108
563	28.76591716
564	28.76346845
565	28.76153356
566	28.75898077
567	28.75742931
568	28.75607554
569	28.75372997
570	28.75049124
571	28.74520373
572	28.74252937
573	28.73987739
574	28.73885205
575	28.7377194
576	28.73580735
577	28.7342343
578	28.73268054
579	28.73092158
580	28.72789274
581	28.72579905
582	28.72453721
583	28.72165902
584	28.71887058
585	28.71742202
586	28.71560866
587	28.71346039
588	28.71078521
589	28.70814039
590	28.70604559
591	28.70420717
592	28.70211478
593	28.69993201
594	28.69759696
595	28.69588079
596	28.69447315
597	28.69236601
598	28.69067401
599	28.68781876
600	28.68595349
601	28.68441761
602	28.68278144
603	28.67988336
604	28.67802049
605	28.67690686
606	28.67426184
607	28.6720801
608	28.67066008
609	28.66897976
610	28.66708625
611	28.66425636
612	28.66220349
613	28.66082283
614	28.65850605
615	28.65576932
616	28.65374675
617	28.65028587
618	28.64728057
619	28.64523912
620	28.64227141
621	28.6399885
622	28.63881288
623	28.63507936
624	28.63329162
625	28.63101195
626	28.62826566
627	28.62561207
628	28.62341108
629	28.62079977
630	28.61886488
631	28.61750775
632	28.61571996
633	28.61443367
634	28.61264183
635	28.61081565
636	28.60849983
637	28.60417504
638	28.60243044
639	28.60115936
640	28.59761851
641	28.59352038
642	28.58928815
643	28.58719751
644	28.58462048
645	28.58243632
646	28.58022312
647	28.57724621
648	28.57401781
649	28.57155582
650	28.56932858
651	28.56714316
652	28.56569622
653	28.5631209
654	28.56209635
655	28.55961923
656	28.55836843
657	28.55648714
658	28.55398415
659	28.55227048
660	28.55022348
661	28.54533124
662	28.5430466
663	28.53954677
664	28.53673103
665	28.53506135
666	28.53210137
667	28.53037651
668	28.52832895
669	28.52637011
670	28.52533697
671	28.52360463
672	28.52138864
673	28.51731706
674	28.51482137
675	28.51177314
676	28.50903951
677	28.50722712
678	28.50382209
679	28.50084252
680	28.49886627
681	28.49602663
682	28.49430343
683	28.49340995
684	28.49180032
685	28.49022004
686	28.48832007
687	28.48662142
688	28.48329591
689	28.48202271
690	28.47974834
691	28.47613094
692	28.47340939
693	28.47088495
694	28.46894252
695	28.46577625
696	28.4635433
697	28.46000327
698	28.45787004
699	28.45633233
700	28.45394321
701	28.45173107
702	28.44918642
703	28.44675033
704	28.44425124
705	28.4420587
706	28.44025976
707	28.43811501
708	28.43359868
709	28.43194504
710	28.429789
711	28.42370174
712	28.42133315
713	28.41952706
714	28.41671122
715	28.41394446
716	28.41245833
717	28.41073855
718	28.40786005
719	28.40535094
720	28.40099568
721	28.39986226
722	28.39835249
723	28.39665496
724	28.39169965
725	28.38774143
726	28.38498389
727	28.38274045
728	28.38029081
729	28.37772623
730	28.3748198
731	28.37324983
732	28.37179794
733	28.37061804
734	28.36870342
735	28.36597832
736	28.36321274
737	28.35891042
738	28.35634602
739	28.35483089
740	28.35275727
741	28.35030808
742	28.3481346
743	28.34556086
744	28.343591
745	28.34080343
746	28.33896472
747	28.33739125
748	28.33593522
749	28.33468089
750	28.33311897
751	28.32751007
752	28.32622031
753	28.32326024
754	28.32140698
755	28.31966029
756	28.31805054
757	28.31676779
758	28.31482757
759	28.31205096
760	28.31077221
761	28.30688774
762	28.30552516
763	28.30407726
764	28.30238991
765	28.29959776
766	28.29774269
767	28.29465756
768	28.29248141
769	28.28940479
770	28.28692939
771	28.28487215
772	28.28008081
773	28.27842185
774	28.27706073
775	28.27473698
776	28.27364801
777	28.27040893
778	28.26882099
779	28.26641705
780	28.26293519
781	28.260538
782	28.25860556
783	28.25741536
784	28.25505967
785	28.25262219
786	28.25101427
787	28.2495076
788	28.24677359
789	28.24529855
790	28.24293976
791	28.24072422
792	28.23913787
793	28.23769834
794	28.23653513
795	28.23520966
796	28.23374672
797	28.23092175
798	28.2291436
799	28.2273381
800	28.22288627
801	28.22064207
802	28.21595497
803	28.21354142
804	28.21107167
805	28.21042791
806	28.20877545
807	28.2071004
808	28.20566853
809	28.20253952
810	28.19959939
811	28.19643977
812	28.19499852
813	28.19373561
814	28.19145634
815	28.18917877
816	28.18679064
817	28.18395315
818	28.18208829
819	28.18074379
820	28.17866581
821	28.17624572
822	28.17393424
823	28.17228185
824	28.17062766
825	28.16869333
826	28.16699019
827	28.16209015
828	28.15974021
829	28.15805053
830	28.15681652
831	28.15430542
832	28.15286803
833	28.15113626
834	28.14992797
835	28.14758712
836	28.14303869
837	28.14171272
838	28.13549407
839	28.13393147
840	28.12979457
841	28.12806363
842	28.12393916
843	28.12165165
844	28.11932292
845	28.11647439
846	28.11313594
847	28.11198896
848	28.11038468
849	28.1093786
850	28.10759894
851	28.10638698
852	28.10437195
853	28.10279259
854	28.10099481
855	28.0968961
856	28.09568292
857	28.09302897
858	28.08982208
859	28.08851429
860	28.08626281
861	28.08513396
862	28.08281439
863	28.08150003
864	28.080286
865	28.07901598
866	28.07661274
867	28.07476411
868	28.07232723
869	28.07061592
870	28.06874538
871	28.06671088
872	28.06489879
873	28.06367583
874	28.06200734
875	28.06036559
876	28.05916606
877	28.05773452
878	28.05450214
879	28.05280023
880	28.05053432
881	28.04923231
882	28.04749026
883	28.04439083
884	28.04335111
885	28.04238435
886	28.04112832
887	28.03938281
888	28.03768458
889	28.03517862
890	28.03291109
891	28.02995956
892	28.02832652
893	28.02611099
894	28.02391173
895	28.02290527
896	28.01984293
897	28.01845191
898	28.01682234
899	28.01422901
900	28.01296391
901	28.01073936
902	28.00853266
903	28.00582849
904	28.00319205
905	28.00191352
906	27.99976529
907	27.9980781
908	27.99662002
909	27.99563193
910	27.99379206
911	27.99170536
912	27.99079709
913	27.98775472
914	27.98626556
915	27.98291162
916	27.9810802
917	27.97837452
918	27.97540071
919	27.97367044
920	27.97218845
921	27.97111104
922	27.96888581
923	27.96700612
924	27.9615591
925	27.95899341
926	27.95818132
927	27.95564543
928	27.9547212
929	27.95361674
930	27.95101523
931	27.94781643
932	27.94563707
933	27.94272613
934	27.93965095
935	27.93757358
936	27.93516568
937	27.93331626
938	27.93171909
939	27.93004871
940	27.92630618
941	27.92405543
942	27.9225083
943	27.92111688
944	27.91616271
945	27.914235
946	27.91158289
947	27.90808027
948	27.90637251
949	27.90436823
950	27.90243847
951	27.9012643
952	27.90016179
953	27.89764712
954	27.89639747
955	27.89518055
956	27.89375239
957	27.89259788
958	27.89131524
959	27.88980923
960	27.88770947
961	27.88642659
962	27.88479373
963	27.88382253
964	27.88083992
965	27.8786293
966	27.87735
967	27.87429974
968	27.87280391
969	27.87142692
970	27.86874906
971	27.86765123
972	27.86659249
973	27.86439288
974	27.86009572
975	27.85854255
976	27.85500315
977	27.8530971
978	27.8507723
979	27.84985688
980	27.84720968
981	27.8465016
982	27.84469883
983	27.84348648
984	27.84015821
985	27.8385997
986	27.83724449
987	27.8359159
988	27.83319957
989	27.83118758
990	27.82863436
991	27.82722059
992	27.82600608
993	27.82311762
994	27.82148469
995	27.81935854
996	27.81837056
997	27.816423
998	27.81314932
999	27.80910982
