iter	MultiClass
285	0.3544455569
286	0.3529841694
287	0.3525451655
288	0.351859859
289	0.3508965129
290	0.3499350571
291	0.3487707489
292	0.3475815343
293	0.347103604
294	0.3461589537
295	0.3450188884
296	0.3445651372
297	0.343679351
298	0.3431816179
299	0.3427467478
300	0.3420479584
301	0.341155156
302	0.340065974
303	0.3388828263
304	0.3383631335
305	0.3377996626
306	0.3373374709
307	0.3364258951
308	0.3357965916
309	0.3349506519
310	0.3338246833
311	0.3334676883
312	0.3329389974
313	0.3325939973
314	0.3320980909
315	0.3311474017
316	0.3302431199
317	0.3289896988
318	0.3283930379
319	0.3276544475
320	0.326711224
321	0.32599175
322	0.3254109654
323	0.3244621182
324	0.3236261008
325	0.3228769327
326	0.3222976485
327	0.3208780765
328	0.3200751625
329	0.3197610335
330	0.3189446095
331	0.3181980305
332	0.3177413695
333	0.3167519773
334	0.3159333081
335	0.3148141927
336	0.3137391094
337	0.3129475768
338	0.3117727564
339	0.3108118991
340	0.310222406
341	0.3096098084
342	0.3092232425
343	0.3086119126
344	0.3073252505
345	0.3065384866
346	0.3057842203
347	0.304925135
348	0.3039338264
349	0.3031005765
350	0.3020086725
351	0.3014429964
352	0.300579864
353	0.2998071668
354	0.2990781106
355	0.2983582161
356	0.2977278522
357	0.2973948104
358	0.2967795534
359	0.2961402647
360	0.2952672656
361	0.2944272933
362	0.2941432463
363	0.2934553602
364	0.2927893488
365	0.2922364763
366	0.2915815278
367	0.2908852332
368	0.2900964245
369	0.289462142
370	0.2887357521
371	0.288393866
372	0.2874025801
373	0.2864808343
374	0.2859413116
375	0.2851402806
376	0.2840935033
377	0.2832440836
378	0.282653216
379	0.2819761178
380	0.2814820713
381	0.2805328978
382	0.2797575907
383	0.2794249913
384	0.2786874353
385	0.2781955636
386	0.2776828462
387	0.2771101311
388	0.276363551
389	0.275521174
390	0.274719045
391	0.2740865684
392	0.2736166624
393	0.2729763575
394	0.2721527266
395	0.2716692457
396	0.271084488
397	0.2705515337
398	0.2702725885
399	0.2695444414
400	0.2692419579
401	0.2685353845
402	0.2678583255
403	0.2673437208
404	0.2665109371
405	0.2660982205
406	0.2653343837
407	0.2647071092
408	0.2640954082
409	0.2635943003
410	0.2629315212
411	0.2621414972
412	0.2611823527
413	0.260571621
414	0.260174764
415	0.2599661905
416	0.259601638
417	0.2592787575
418	0.258711393
419	0.2581085202
420	0.2577601128
421	0.2572500166
422	0.2567313161
423	0.2560673572
424	0.2553832104
425	0.2551007173
426	0.2545081571
427	0.2541777986
428	0.2534393785
429	0.2528204106
430	0.2523595819
431	0.2518487782
432	0.2515666326
433	0.2508167264
434	0.2500338757
435	0.2495580599
436	0.2485511024
437	0.2476022637
438	0.2469923738
439	0.2463352466
440	0.2456572615
441	0.2448969703
442	0.2440960725
443	0.2434646282
444	0.2422872338
445	0.2417301957
446	0.2414744771
447	0.2409990348
448	0.2404479828
449	0.2396039787
450	0.2392853592
451	0.2389851579
452	0.2383747491
453	0.237985813
454	0.2376042442
455	0.2372208213
456	0.2368079382
457	0.2363958994
458	0.2359615465
459	0.2352027021
460	0.2349598977
461	0.2344774359
462	0.2339788555
463	0.2331305212
464	0.2326042964
465	0.2321224352
466	0.2312672417
467	0.2310114431
468	0.230614142
469	0.2300563206
470	0.2295475455
471	0.229177172
472	0.2286228978
473	0.228097239
474	0.2273266059
475	0.2267733562
476	0.2261298123
477	0.2258398395
478	0.2253150783
479	0.2249058696
480	0.2247129024
481	0.2244083768
482	0.2237994975
483	0.2235547788
484	0.2230968043
485	0.2226260168
486	0.2223125742
487	0.221848803
488	0.221556204
489	0.2209137076
490	0.2207488605
491	0.2200290428
492	0.2193916046
493	0.2189690727
494	0.2185381169
495	0.2182264433
496	0.217850073
497	0.2173620093
498	0.2166772373
499	0.2164222529
500	0.2160408598
501	0.2158406725
502	0.2152755061
503	0.2147711109
504	0.2143569103
505	0.2137091978
506	0.2133814799
507	0.2130828099
508	0.2126507653
509	0.212261345
510	0.2119194966
511	0.211475787
512	0.210988651
513	0.2106868626
514	0.2103084194
515	0.2097598161
516	0.2092869093
517	0.2091907062
518	0.208560043
519	0.2081884321
520	0.2077992373
521	0.2073015482
522	0.2067825095
523	0.2064536616
524	0.2059650762
525	0.2054369624
526	0.2052555908
527	0.2050672209
528	0.2045804301
529	0.2041755369
530	0.2039225403
531	0.2035891383
532	0.2032707313
533	0.2028659522
534	0.2023453287
535	0.2016205579
536	0.2010555307
537	0.2008238089
538	0.2005119806
539	0.2002772935
540	0.1998037066
541	0.1993256833
542	0.198568159
543	0.1982188018
544	0.1978620158
545	0.1974549438
546	0.1971902926
547	0.1967276921
548	0.1961734816
549	0.1959487758
550	0.1952888955
551	0.1950384244
552	0.1947076467
553	0.1944325244
554	0.1941567862
555	0.1938897252
556	0.1935115325
557	0.1932587619
558	0.193005249
559	0.1925897058
560	0.1920722256
561	0.1918072459
562	0.1915854366
563	0.1910846911
564	0.1908197868
565	0.1901943462
566	0.1900489765
567	0.189547886
568	0.1890515443
569	0.1888465737
570	0.1885336746
571	0.1882794252
572	0.1881698442
573	0.1877715554
574	0.1873659555
575	0.1870940202
576	0.1867905949
577	0.1863715178
578	0.1860195759
579	0.1857549402
580	0.1854287845
581	0.1850977354
582	0.1845530058
583	0.1842809673
584	0.1839225022
585	0.1836388753
586	0.1832969502
587	0.1828572382
588	0.1827040373
589	0.1823488677
590	0.1821799439
591	0.1819219784
592	0.1811580074
593	0.1808966333
594	0.1805056731
595	0.1801272347
596	0.179513608
597	0.1792740604
598	0.1788324416
599	0.1780722163
600	0.1778733563
601	0.1775004198
602	0.1770690318
603	0.1766898491
604	0.1765094948
605	0.1762474241
606	0.175993264
607	0.175485766
608	0.1750114013
609	0.1745212936
610	0.1739993161
611	0.1734826576
612	0.1731821411
613	0.1730781528
614	0.1726544099
615	0.1723761206
616	0.1719684183
617	0.1715354331
618	0.1711739057
619	0.1706732482
620	0.1704779325
621	0.1702618214
622	0.1700271525
623	0.1696466957
624	0.1694002426
625	0.1691123259
626	0.1687936094
627	0.168573957
628	0.1681308796
629	0.1676021335
630	0.1673105488
631	0.1669945497
632	0.1665555059
633	0.1663735065
634	0.1661405442
635	0.1658516892
636	0.1655087308
637	0.1650836246
638	0.1647515319
639	0.1644954276
640	0.1640478049
641	0.1637029051
642	0.1633724288
643	0.1631074205
644	0.1630626452
645	0.1628209249
646	0.1624895947
647	0.1621982202
648	0.1617509695
649	0.1615338209
650	0.1613805808
651	0.1611639996
652	0.1609496915
653	0.1607120578
654	0.1603941349
655	0.1600700139
656	0.1595495253
657	0.1593232587
658	0.1589826417
659	0.158686035
660	0.1585353868
661	0.1581942041
662	0.1578726094
663	0.1576191946
664	0.1573700094
665	0.1571071842
666	0.1568049806
667	0.1566228207
668	0.1563437024
669	0.155948927
670	0.155756903
671	0.1554457085
672	0.1552326864
673	0.1548128428
674	0.1545617805
675	0.1541390118
676	0.1538642202
677	0.153551987
678	0.1532760126
679	0.1529598315
680	0.1527566301
681	0.1524394599
682	0.1521747479
683	0.1519346502
684	0.1516565178
685	0.151275177
686	0.151090988
687	0.1507305691
688	0.1505074576
689	0.1503231123
690	0.1500489752
691	0.149745459
692	0.1493985225
693	0.1491895757
694	0.1488778379
695	0.1485567618
696	0.1483066334
697	0.1479420048
698	0.1476800971
699	0.147481375
700	0.1473409827
701	0.1471351031
702	0.146900755
703	0.1467531653
704	0.1466447352
705	0.1464682398
706	0.1463111212
707	0.1461634596
708	0.1459403473
709	0.1456796621
710	0.1452907074
711	0.1451037421
712	0.144875728
713	0.1447338667
714	0.1445076205
715	0.1441586502
716	0.1438901912
717	0.1436763969
718	0.1434523844
719	0.1432630435
720	0.1429726828
721	0.1426943085
722	0.1425575703
723	0.1423222317
724	0.1421085528
725	0.1418946921
726	0.1417699123
727	0.1414913433
728	0.141282868
729	0.1409932271
730	0.1408690182
731	0.1406826509
732	0.140437326
733	0.1403221823
734	0.1400705684
735	0.1396655312
736	0.1395554965
737	0.1393931154
738	0.1392327765
739	0.1389776052
740	0.1387098026
741	0.1385238443
742	0.1383464962
743	0.1381894503
744	0.1379106083
745	0.1378240341
746	0.1375194072
747	0.1371755134
748	0.1370519969
749	0.1368757172
750	0.1367517498
751	0.1364734835
752	0.1362987234
753	0.1361025602
754	0.1359255207
755	0.13582782
756	0.1357179811
757	0.1354888419
758	0.1352721739
759	0.1350387804
760	0.1348776414
761	0.1346678415
762	0.1345118181
763	0.1342114903
764	0.1340597223
765	0.1338071237
766	0.1335397739
767	0.1333172096
768	0.1330629817
769	0.1329211531
770	0.1325884372
771	0.1324045068
772	0.1322733881
773	0.1320191686
774	0.1319188146
775	0.1316441482
776	0.131489021
777	0.1311190772
778	0.130971618
779	0.1307087611
780	0.1305139904
781	0.1303130067
782	0.1301487221
783	0.1299622814
784	0.1297547249
785	0.1296036444
786	0.1293367013
787	0.1291087088
788	0.1289129353
789	0.1287115436
790	0.1284243164
791	0.1282824407
792	0.1280783338
793	0.1278685641
794	0.1276630402
795	0.1273542371
796	0.1269630603
797	0.1267469877
798	0.1264853552
799	0.1263481425
800	0.1260730103
801	0.1259339361
802	0.1257875984
803	0.1257030518
804	0.1253899208
805	0.1252595244
806	0.1250654279
807	0.1247172229
808	0.1245902707
809	0.1243675572
810	0.1241643049
811	0.1239683537
812	0.12387087
813	0.1236200706
814	0.1234544788
815	0.1232305742
816	0.1230227317
817	0.1229096057
818	0.122865969
819	0.1224629452
820	0.1221952215
821	0.1220163738
822	0.1217296336
823	0.1215947701
824	0.1214676581
825	0.1212774969
826	0.1211741787
827	0.1209061893
828	0.1206022628
829	0.1203556494
830	0.1202282973
831	0.1200325585
832	0.1198523605
833	0.1196627189
834	0.1195445108
835	0.1192691847
836	0.1191301019
837	0.1189775001
838	0.1188035969
839	0.1187019623
840	0.1186085391
841	0.1183944029
842	0.1181965
843	0.1180142766
844	0.1178956137
845	0.1176801
846	0.1175185805
847	0.1173962443
848	0.1173251593
849	0.1171129653
850	0.1169631653
851	0.1168546611
852	0.1167042477
853	0.1164929417
854	0.1163122866
855	0.1161399582
856	0.1159422039
857	0.1158507921
858	0.115674945
859	0.11542202
860	0.1153472798
861	0.1150744463
862	0.1148490128
863	0.1146482463
864	0.1145096284
865	0.11431269
866	0.1142078753
867	0.1140168571
868	0.1138851633
869	0.1135844784
870	0.1134919379
871	0.1133421577
872	0.1132463426
873	0.1131466506
874	0.1130211705
875	0.112898795
876	0.1127768958
877	0.1125783041
878	0.1123425788
879	0.1122123928
880	0.1120862611
881	0.1118338143
882	0.1116507374
883	0.1115145513
884	0.1113191503
885	0.1112384952
886	0.1109836795
887	0.1108084488
888	0.1106407201
889	0.1104534444
890	0.1102700188
891	0.1101334369
892	0.1099973446
893	0.1098605587
894	0.1097134764
895	0.1096359506
896	0.1094720604
897	0.1092604852
898	0.1091520057
899	0.1090491834
900	0.1089462616
901	0.10880991
902	0.1086974198
903	0.1085595225
904	0.1084306479
905	0.1082855829
906	0.1078757534
907	0.1076589474
908	0.1075019128
909	0.1072911095
910	0.1071533649
911	0.1070047097
912	0.1068086273
913	0.1066721175
914	0.1065961339
915	0.1064358377
916	0.1063424116
917	0.1061178054
918	0.1059099635
919	0.1058035973
920	0.1056408015
921	0.1054756697
922	0.1053522779
923	0.1052086644
924	0.1050937589
925	0.1049085046
926	0.1047807148
927	0.1046231697
928	0.104573873
929	0.1044812246
930	0.1043250207
931	0.1042003099
932	0.1041240993
933	0.1038918336
934	0.1037109781
935	0.1034497051
936	0.1033115186
937	0.1031085468
938	0.1029343411
939	0.1028267597
940	0.1025908318
941	0.102393063
942	0.1023069421
943	0.1022077287
944	0.101935474
945	0.1018705403
946	0.1016773481
947	0.1016150036
948	0.1013932221
949	0.1012643763
950	0.1011160772
951	0.1009294507
952	0.1007708378
953	0.1005722985
954	0.100456524
955	0.1002660172
956	0.1000290962
957	0.09979459044
958	0.09957362805
959	0.09943517636
960	0.09920998135
961	0.09916178034
962	0.0990808915
963	0.09891810106
964	0.09875757543
965	0.09853712911
966	0.09835639547
967	0.09817713053
968	0.09799404364
969	0.09778879945
970	0.09770010927
971	0.09748405952
972	0.09736810136
973	0.09728412724
974	0.09718667228
975	0.09700638311
976	0.0969121321
977	0.09674905438
978	0.09660830539
979	0.09645873841
980	0.09626038183
981	0.096161197
982	0.09604537592
983	0.09595232069
984	0.09579074709
985	0.09572955114
986	0.09560729747
987	0.09554315473
988	0.09545835684
989	0.09536582265
990	0.09524133412
991	0.09509293883
992	0.09494261686
993	0.09475755092
994	0.09465860123
995	0.09449515998
996	0.09427118435
997	0.09417096749
998	0.09408482523
999	0.09401394251
